index,0,1,2
26457,0.042369944,0.183817818,0.773812238
26458,0.059841664,0.146251306,0.79390703
26459,0.048740626,0.047131164,0.90412821
26460,0.068500147,0.125118334,0.806381519
26461,0.127145025,0.171245985,0.70160899
26462,0.108812993,0.213553029,0.677633978
26463,0.544473646,0.442022228,0.013504126
26464,0.115590044,0.164652195,0.719757761
26465,0.053830268,0.092153239,0.854016493
26466,0.113448733,0.184652564,0.701898703
26467,0.138132568,0.161147228,0.700720204
26468,0.068818213,0.151010739,0.780171048
26469,0.305679929,0.161224099,0.533095972
26470,0.10108448,0.212504265,0.686411255
26471,0.09578923,0.247459105,0.656751665
26472,0.108730806,0.133249003,0.758020191
26473,0.072487583,0.130506109,0.797006308
26474,0.27073718,0.717817903,0.011444917
26475,0.177731749,0.289358927,0.532909324
26476,0.045234213,0.147330038,0.807435749
26477,0.079900189,0.133876059,0.786223752
26478,0.128023469,0.182011729,0.689964802
26479,0.035909431,0.129736946,0.834353623
26480,0.066340256,0.066809514,0.86685023
26481,0.100643087,0.212292524,0.687064389
26482,0.267951843,0.144773268,0.587274889
26483,0.075071411,0.196319519,0.72860907
26484,0.149009328,0.188913935,0.662076737
26485,0.03733057,0.069264521,0.893404909
26486,0.065197355,0.08797037,0.846832274
26487,0.049588071,0.17606412,0.774347809
26488,0.104388191,0.862242431,0.033369378
26489,0.070075816,0.20710499,0.722819193
26490,0.065168358,0.356969664,0.577861978
26491,0.050346257,0.1107078,0.838945943
26492,0.060392771,0.167666089,0.77194114
26493,0.437963555,0.551854014,0.010182431
26494,0.096890256,0.107969776,0.795139968
26495,0.08906939,0.084576086,0.826354524
26496,0.11241415,0.132880691,0.754705159
26497,0.063338798,0.39426021,0.542400992
26498,0.152442631,0.200289434,0.647267935
26499,0.068379458,0.136092792,0.79552775
26500,0.211456085,0.215236553,0.573307362
26501,0.167410137,0.127934168,0.704655695
26502,0.045219743,0.108897926,0.845882332
26503,0.181215333,0.403154802,0.415629865
26504,0.151572025,0.11861245,0.729815525
26505,0.039543281,0.080464664,0.879992055
26506,0.088871013,0.879310706,0.031818282
26507,0.175389039,0.8088675,0.015743462
26508,0.116719992,0.368222298,0.51505771
26509,0.193846439,0.095289957,0.710863603
26510,0.061971627,0.257937854,0.680090519
26511,0.070798547,0.199199854,0.730001599
26512,0.062346215,0.099865001,0.837788785
26513,0.06348727,0.178101478,0.758411253
26514,0.036675982,0.103673867,0.859650151
26515,0.196208829,0.086594541,0.71719663
26516,0.084729717,0.227428192,0.687842091
26517,0.224532189,0.764714566,0.010753245
26518,0.073400267,0.131817859,0.794781874
26519,0.316444111,0.075552354,0.608003535
26520,0.028216802,0.438222051,0.533561146
26521,0.103316788,0.208629953,0.688053259
26522,0.139483507,0.198355982,0.662160511
26523,0.043670675,0.079307313,0.877022012
26524,0.049420569,0.168146311,0.78243312
26525,0.100930004,0.168323932,0.730746063
26526,0.054556182,0.128570204,0.816873614
26527,0.10899702,0.158087256,0.732915724
26528,0.202346751,0.779182546,0.018470703
26529,0.046349699,0.029754872,0.923895429
26530,0.037487728,0.08971261,0.872799662
26531,0.078011407,0.096879325,0.825109268
26532,0.146782266,0.093388643,0.759829092
26533,0.096147929,0.074144245,0.829707826
26534,0.027283228,0.110530453,0.86218632
26535,0.069224528,0.129182921,0.801592551
26536,0.114061501,0.146277897,0.739660602
26537,0.103102162,0.068676282,0.828221555
26538,0.066520215,0.299686107,0.633793678
26539,0.080080002,0.103059888,0.81686011
26540,0.105233829,0.470994233,0.423771938
26541,0.038397022,0.178228014,0.783374963
26542,0.124804516,0.178589052,0.696606433
26543,0.117206387,0.080252203,0.80254141
26544,0.364723678,0.150921915,0.484354407
26545,0.086250652,0.182914498,0.730834849
26546,0.037850529,0.173157566,0.788991905
26547,0.113348251,0.116910205,0.769741544
26548,0.069531924,0.163455939,0.767012137
26549,0.286613615,0.697703683,0.015682703
26550,0.057215177,0.18597012,0.756814703
26551,0.032527566,0.1022368,0.865235633
26552,0.055403411,0.138579509,0.80601708
26553,0.095655975,0.096665037,0.807678988
26554,0.289402244,0.311395665,0.399202091
26555,0.156549956,0.188952002,0.654498042
26556,0.064582383,0.121349478,0.814068139
26557,0.106372132,0.209899147,0.683728722
26558,0.204107949,0.154605958,0.641286093
26559,0.084434162,0.101901594,0.813664244
26560,0.101928458,0.088967109,0.809104433
26561,0.086646169,0.185062881,0.72829095
26562,0.038754999,0.124223653,0.837021347
26563,0.050105445,0.087070262,0.862824293
26564,0.047231707,0.171108199,0.781660094
26565,0.090528353,0.252076075,0.657395572
26566,0.127337591,0.125304766,0.747357643
26567,0.060106938,0.093726399,0.846166664
26568,0.50936879,0.481065103,0.009566107
26569,0.058091985,0.116882448,0.825025566
26570,0.150049116,0.17886584,0.671085044
26571,0.098600306,0.08337516,0.818024534
26572,0.201405349,0.280480087,0.518114564
26573,0.110823465,0.097877361,0.791299174
26574,0.235170971,0.065956876,0.698872153
26575,0.099265849,0.121316392,0.779417759
26576,0.046755612,0.101242738,0.85200165
26577,0.059042318,0.10720208,0.833755602
26578,0.131776938,0.31075212,0.557470941
26579,0.229337028,0.760327157,0.010335815
26580,0.058080649,0.194437757,0.747481594
26581,0.20021644,0.214882077,0.584901483
26582,0.058632606,0.07727093,0.864096464
26583,0.056697803,0.095818123,0.847484075
26584,0.028561085,0.111372669,0.860066245
26585,0.151638969,0.215779046,0.632581985
26586,0.370456474,0.157738211,0.471805316
26587,0.291322701,0.333117314,0.375559986
26588,0.07039912,0.080602296,0.848998584
26589,0.033983868,0.086955666,0.879060466
26590,0.078673559,0.307295721,0.61403072
26591,0.120129988,0.86871751,0.011152502
26592,0.323888481,0.172904327,0.503207192
26593,0.171028675,0.216893253,0.612078072
26594,0.10629222,0.184410594,0.709297186
26595,0.072265366,0.085939691,0.841794944
26596,0.077419026,0.093800293,0.828780681
26597,0.088268079,0.402352684,0.509379237
26598,0.083270468,0.189223337,0.727506195
26599,0.111762127,0.095696203,0.79254167
26600,0.078014657,0.160435415,0.761549927
26601,0.061736046,0.08056919,0.857694764
26602,0.142015968,0.080031323,0.777952708
26603,0.118291655,0.215773717,0.665934628
26604,0.123311784,0.230559225,0.646128992
26605,0.075345549,0.112262209,0.812392242
26606,0.116343752,0.180339642,0.703316606
26607,0.168730379,0.811775711,0.01949391
26608,0.050998302,0.079277995,0.869723703
26609,0.112669259,0.178004602,0.70932614
26610,0.306241982,0.668216999,0.02554102
26611,0.206447085,0.227338568,0.566214347
26612,0.044989974,0.213282708,0.741727318
26613,0.302675679,0.112584172,0.584740149
26614,0.043902953,0.083547669,0.872549379
26615,0.046191143,0.173907184,0.779901673
26616,0.133566769,0.094469525,0.771963706
26617,0.108861574,0.146546525,0.7445919
26618,0.175946594,0.20205018,0.622003226
26619,0.094601022,0.154374324,0.751024654
26620,0.150708727,0.817465053,0.03182622
26621,0.10561422,0.094145353,0.800240427
26622,0.134812359,0.32908337,0.536104272
26623,0.04419297,0.267474526,0.688332504
26624,0.032670501,0.083662366,0.883667132
26625,0.214647133,0.185689613,0.599663254
26626,0.146765593,0.122408366,0.730826041
26627,0.106169858,0.120290697,0.773539445
26628,0.077693902,0.150307938,0.771998159
26629,0.127078879,0.171126063,0.701795058
26630,0.063770277,0.128353174,0.807876549
26631,0.064226221,0.086272755,0.849501024
26632,0.078030416,0.312789708,0.609179876
26633,0.087273466,0.09911874,0.813607794
26634,0.062916013,0.074982731,0.862101256
26635,0.040615887,0.165066571,0.794317543
26636,0.11406227,0.23115867,0.654779059
26637,0.045657127,0.092054561,0.862288312
26638,0.08063886,0.502529059,0.416832082
26639,0.190350055,0.202900051,0.606749894
26640,0.051017766,0.071358435,0.877623798
26641,0.175953041,0.494590911,0.329456048
26642,0.084573162,0.086361424,0.829065414
26643,0.078898133,0.140655867,0.780446
26644,0.1199977,0.096694992,0.783307308
26645,0.104139732,0.057404413,0.838455855
26646,0.242040053,0.192475849,0.565484098
26647,0.066656525,0.141371916,0.791971559
26648,0.161409375,0.226257269,0.612333356
26649,0.089188575,0.176971886,0.733839539
26650,0.334062318,0.634502872,0.03143481
26651,0.347257814,0.639345276,0.01339691
26652,0.277023608,0.123317196,0.599659196
26653,0.166011955,0.219762551,0.614225494
26654,0.172270186,0.28392976,0.543800054
26655,0.06020634,0.144626026,0.795167634
26656,0.116347339,0.129819905,0.753832756
26657,0.051351777,0.081336119,0.867312103
26658,0.087780058,0.133224382,0.77899556
26659,0.106141353,0.243498263,0.650360384
26660,0.219813947,0.205807728,0.574378326
26661,0.071878816,0.144157958,0.783963225
26662,0.057161673,0.16350824,0.779330087
26663,0.070515384,0.122356138,0.807128479
26664,0.125663771,0.172640375,0.701695854
26665,0.204119149,0.229843416,0.566037436
26666,0.067579599,0.305030691,0.62738971
26667,0.146696686,0.14927344,0.704029875
26668,0.062528509,0.202732934,0.734738557
26669,0.111284728,0.194338058,0.694377214
26670,0.112397286,0.175048631,0.712554084
26671,0.065356811,0.09315922,0.841483969
26672,0.044057728,0.160801012,0.795141261
26673,0.059590909,0.23162322,0.708785871
26674,0.23017164,0.107979977,0.661848382
26675,0.140918381,0.210304476,0.648777143
26676,0.109469348,0.115450987,0.775079665
26677,0.065881307,0.06020991,0.873908783
26678,0.133892257,0.295619948,0.570487795
26679,0.177053355,0.097815984,0.725130661
26680,0.027407082,0.080517222,0.892075696
26681,0.020702025,0.165426743,0.813871231
26682,0.152814343,0.088447085,0.758738572
26683,0.080569819,0.180033353,0.739396828
26684,0.030700989,0.151443675,0.817855336
26685,0.109620577,0.103122774,0.787256649
26686,0.097444012,0.110994863,0.791561125
26687,0.150842569,0.111181404,0.737976027
26688,0.181443377,0.282321005,0.536235618
26689,0.064791063,0.200231437,0.7349775
26690,0.045525413,0.110050661,0.844423927
26691,0.166208871,0.18812202,0.645669109
26692,0.043615984,0.396565892,0.559818124
26693,0.071265589,0.189394743,0.739339668
26694,0.461713162,0.526033417,0.012253421
26695,0.101183672,0.140584586,0.758231742
26696,0.065509999,0.14944419,0.785045811
26697,0.028936662,0.111838692,0.859224646
26698,0.100647873,0.086342182,0.813009945
26699,0.168074867,0.304611695,0.527313439
26700,0.0648993,0.158288066,0.776812635
26701,0.1895124,0.332527798,0.477959802
26702,0.099944362,0.299267785,0.600787853
26703,0.04535952,0.117989536,0.836650944
26704,0.065144925,0.195936973,0.738918102
26705,0.077313872,0.065574514,0.857111614
26706,0.100501692,0.128021298,0.77147701
26707,0.142373126,0.238632938,0.618993936
26708,0.083646573,0.147288216,0.769065212
26709,0.13803745,0.185232934,0.676729615
26710,0.137385067,0.147659444,0.71495549
26711,0.07372309,0.159494019,0.766782892
26712,0.054239361,0.12244535,0.823315289
26713,0.096292287,0.180370022,0.723337691
26714,0.082509776,0.178935118,0.738555106
26715,0.059487819,0.194181972,0.746330209
26716,0.048614902,0.423152148,0.52823295
26717,0.079185157,0.18867206,0.732142783
26718,0.086950069,0.252758227,0.660291704
26719,0.121921044,0.228979084,0.649099872
26720,0.043937395,0.149641512,0.806421093
26721,0.042512351,0.180377338,0.77711031
26722,0.19877048,0.124064948,0.677164572
26723,0.097124242,0.176474641,0.726401117
26724,0.240814621,0.235213703,0.523971676
26725,0.043349294,0.27866061,0.677990096
26726,0.14046734,0.34381924,0.51571342
26727,0.068054041,0.079780069,0.852165889
26728,0.142284828,0.134761991,0.722953181
