index,0,1,2
26457,0.073861219,0.149004653,0.77713412
26458,0.092893876,0.143068299,0.764037788
26459,0.044128846,0.064428665,0.891442537
26460,0.07470832,0.104324088,0.820967555
26461,0.100906722,0.167596921,0.731496394
26462,0.108370692,0.176433682,0.715195596
26463,0.440832525,0.464996219,0.094171204
26464,0.129172012,0.181325614,0.689502358
26465,0.079926424,0.110613905,0.809459686
26466,0.099278599,0.191217348,0.709504068
26467,0.119425476,0.159984618,0.720589936
26468,0.071404859,0.174270272,0.754324853
26469,0.223077908,0.149065748,0.627856374
26470,0.099090219,0.153680101,0.747229695
26471,0.128015876,0.158953056,0.713031054
26472,0.166567519,0.205624461,0.627808034
26473,0.05821887,0.139636427,0.802144706
26474,0.375635684,0.559289217,0.065075144
26475,0.177071854,0.292686701,0.53024143
26476,0.040370215,0.108754419,0.850875318
26477,0.097675122,0.115548261,0.786776662
26478,0.103519835,0.151855275,0.744624853
26479,0.054866817,0.094570823,0.850562334
26480,0.06620153,0.085852742,0.84794569
26481,0.097860515,0.252979994,0.649159491
26482,0.213247731,0.101501346,0.685250938
26483,0.121420398,0.171276391,0.707303166
26484,0.203208894,0.126579314,0.670211792
26485,0.044947177,0.068965122,0.886087656
26486,0.074830502,0.133938253,0.791231215
26487,0.06195474,0.173173875,0.764871359
26488,0.0850567,0.848074734,0.066868559
26489,0.089714088,0.237995297,0.672290564
26490,0.103555277,0.277176291,0.619268477
26491,0.050309937,0.104792155,0.844897926
26492,0.106693886,0.184245989,0.709060133
26493,0.307389885,0.63253361,0.060076535
26494,0.071214616,0.076541245,0.852244079
26495,0.102306552,0.109758228,0.787935197
26496,0.082452908,0.081890583,0.835656583
26497,0.082475588,0.433057427,0.484467
26498,0.177885368,0.253855377,0.568259239
26499,0.091976993,0.173884943,0.734138072
26500,0.131614774,0.176997244,0.691387951
26501,0.131810337,0.226405084,0.641784549
26502,0.061756503,0.093687013,0.84455651
26503,0.137648299,0.226785004,0.635566711
26504,0.171115756,0.160581931,0.668302298
26505,0.052948859,0.084676474,0.862374663
26506,0.041211121,0.899918199,0.058870737
26507,0.117284916,0.788905323,0.093809724
26508,0.0932547,0.424761325,0.48198396
26509,0.162929595,0.116364636,0.720705748
26510,0.088535123,0.262022972,0.649441898
26511,0.074486144,0.183850855,0.741663039
26512,0.079083599,0.115516312,0.805400133
26513,0.060540125,0.181638002,0.757821918
26514,0.047843646,0.0917385,0.860417902
26515,0.134165123,0.110945247,0.754889607
26516,0.092810661,0.278592318,0.628597021
26517,0.238122821,0.676858306,0.085018866
26518,0.07935755,0.107706495,0.812935948
26519,0.202429801,0.121170454,0.676399708
26520,0.06560535,0.480295688,0.454099
26521,0.114949904,0.176990703,0.708059371
26522,0.131931186,0.194571242,0.673497558
26523,0.057362519,0.100745901,0.841891587
26524,0.092771962,0.228368461,0.678859591
26525,0.135197133,0.193025395,0.671777427
26526,0.068695635,0.106820568,0.824483752
26527,0.094215825,0.187442064,0.718342125
26528,0.116486862,0.826342762,0.057170324
26529,0.117583528,0.047759484,0.834656954
